LOCATION,SHOT_NUMBER,PERIOD,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,CLOSE_DEF_DIST,FGM,opposing_team,GAME_CLOCK_sec
A,8,4,16.1,0,0.9,19.1,2,5.3,0,BKN,379
A,1,1,16.8,1,4.5,22.2,3,4.9,0,ATL,160
A,10,4,20,4,3.3,22.6,2,4.2,0,TOR,363
H,2,1,20,0,0.8,24.6,3,14,0,UTA,526
H,1,1,10.8,2,3.4,11.3,2,2,1,UTA,214
A,5,1,23.2,0,1,1.7,2,1.4,1,POR,119
A,15,4,18.7,2,2.1,6.9,2,0.7,0,PHI,317
A,7,2,0,0,2.8,17.9,2,3.8,1,NOP,2
A,1,3,2,1,1.7,4.8,2,1.3,0,BKN,100
H,6,4,7.8,0,0.3,2.1,2,1.4,1,DEN,691
H,6,1,9.9,0,0.6,0.9,2,6.1,1,MIL,332
H,2,1,12.3,0,1,20.3,2,9.2,1,LAL,579
A,11,4,13.1,11,10.6,2.6,2,3.4,0,LAL,376
A,18,4,0.3,4,4.5,23.4,3,0.6,0,DAL,239
H,3,2,5.5,2,3.6,6.3,2,1.7,0,MIN,230
A,11,3,12.9,7,3.5,24,3,4.2,0,CLE,245
H,9,3,9.1,4,5.5,9.3,2,0,0,BKN,200
A,1,1,8.1,1,1.3,14.5,2,4.3,0,DEN,42
H,12,4,18.1,0,0.8,24.3,3,5.1,1,DET,158
H,6,2,0.4,0,0.7,17.3,2,2.9,1,OKC,124
H,6,3,5.1,0,0.8,25.9,3,3.8,0,MIL,594
H,16,3,9.2,0,0.8,16.9,2,5.9,0,OKC,92
H,8,3,15.6,1,1.5,12.2,2,4,0,BOS,318
H,8,3,14.9,0,0.9,24.4,3,6.2,0,MEM,535
H,2,1,17.5,0,2.5,1.9,2,1.4,0,CLE,588
H,7,3,11.7,2,2,2.5,2,2.1,1,MEM,468
A,14,3,13.5,0,0.8,24.5,3,6.5,0,POR,234
A,3,1,13.6,3,4.3,7.5,2,1.7,1,TOR,345
H,7,4,12.3,2,1.9,13.9,2,4.8,0,NOP,179
A,2,2,11.4,5,5.9,7.4,2,2.6,0,BOS,462
H,21,4,0,0,1.3,0.9,2,3.3,1,UTA,7
A,3,1,14.6,0,0.9,23.6,3,1.2,1,LAL,398
H,8,3,23,0,1.4,7.9,2,2.9,0,NYK,676
H,1,1,5.1,0,0.4,3.2,2,3.8,1,SAC,634
H,2,3,5.5,0,1.7,23.3,3,3.2,0,NOP,290
A,4,2,15.5,4,5.2,18.4,2,4.8,0,PHX,457
H,5,2,7,0,2.2,18.2,2,5,0,NOP,294
H,7,1,12.8,0,0,1.5,2,1.4,1,GSW,106
H,1,1,15.4,0,1,20.8,2,8.2,1,IND,560
A,2,1,7.9,1,1.8,6.8,2,1.6,1,ORL,176
H,2,2,14.2,4,3.5,12.1,2,3.7,0,SAS,353
H,2,2,15.2,0,0.7,25.9,3,6.2,1,SAS,563
A,3,3,10.9,1,2.2,16.1,2,9.3,0,DET,100
A,7,2,13,11,10,4.2,2,0.2,0,CLE,175
A,7,2,12,3,4.5,6.2,2,3.9,1,CLE,137
A,7,4,0,0,0.7,25.7,3,3.1,0,UTA,2
A,2,2,5,0,0.6,19.4,2,5.5,1,PHX,667
H,4,2,7.1,2,2.9,3.2,2,4.2,1,PHX,280
A,4,2,14.8,0,0.9,16.9,2,4.6,0,SAS,276
A,9,3,16.9,0,0.8,25.6,3,2.9,1,DAL,281
A,5,4,7.1,3,6.8,6.6,2,2.4,0,NOP,549
A,8,4,0,0,0.9,25.4,3,4.8,1,SAS,14
H,1,1,11.8,0,1.7,9.4,2,3.7,0,TOR,566
H,1,1,10.3,0,0.8,25,3,5.9,0,SAC,664
A,3,1,19.4,3,4.8,5,2,3.2,1,SAS,532
H,5,2,11,0,1,18.7,2,5.5,0,BKN,369
H,1,1,9.5,1,1.7,12.4,2,2,0,PHX,696
A,6,4,11.6,0,0.9,6.6,2,1.1,0,BOS,352
H,3,1,12.7,2,2.2,20.7,2,7.8,0,HOU,439
H,12,4,3.7,3,5.8,8.1,2,1.5,0,PHX,100
H,2,1,10.2,0,1.2,21.4,3,2.3,0,LAC,36
H,1,1,10.9,0,1.2,2,2,0,1,BKN,584
H,4,3,18.8,5,5.3,1.4,2,2,1,DEN,32
A,1,1,24,0,0.7,4.7,2,0.6,1,PHX,667
A,5,1,20.9,1,1.7,25.8,3,4.5,0,POR,329
A,9,3,16.5,0,0.7,23.6,3,2.7,0,BKN,649
H,12,3,23,0,1.2,8,2,3.7,0,LAL,365
A,6,3,24,0,0.1,3.9,2,1.7,0,ATL,483
A,14,3,5,22,17.4,28.7,3,4.5,0,PHI,293
H,9,4,11,0,0.8,22.3,3,13.8,1,PHI,420
H,5,4,10.4,0,1,11.9,2,2,0,GSW,706
A,4,1,9.5,1,2.7,9.5,2,2.9,0,MIL,263
A,1,1,8.2,1,1.4,9.7,2,2.1,0,PHI,686
H,1,1,10.3,0,1.1,25,3,7.2,0,MIA,568
H,11,4,19,4,4.5,1.8,2,0.8,0,WAS,176
H,6,2,7.1,2,2.4,7.2,2,1.6,1,GSW,360
A,4,4,12.4,0,1.1,3.1,2,1.9,1,SAS,631
H,9,2,11,1,1.2,3,2,3,1,ATL,143
H,5,1,13.6,0,0.8,4.2,2,2,1,BOS,163
A,2,2,15.3,10,8.6,11.7,2,3.4,0,CHA,494
A,2,2,9,1,3.9,9.6,2,2.7,0,POR,365
A,1,2,13.5,0,1,24.8,3,6.4,0,LAC,176
A,3,2,0,0,0.6,4.8,2,4.4,1,LAL,482
A,8,2,15,0,1.2,2.6,2,2.1,1,LAL,193
A,1,1,5.2,3,3.2,19.4,2,4.4,0,CHA,555
H,7,2,14.7,0,0.8,19.5,2,5.1,1,SAS,212
H,15,4,8.2,3,4.7,9.1,2,2.6,1,PHX,506
A,10,2,18.1,0,1.1,26.9,3,7.4,0,PHI,30
H,5,4,12.5,3,2.7,1.4,2,4,1,DEN,23
H,1,1,10.7,9,7.8,1,2,0,1,TOR,359
A,3,1,9.4,2,4.8,3.3,2,4,1,NOP,515
A,6,3,16.8,6,7.9,8.1,2,5.2,0,SAS,644
H,10,4,17.2,0,0.9,5.2,2,1.5,0,CHA,413
H,4,3,12.4,2,2.3,8.1,2,2.2,1,DET,129
H,13,4,20.2,2,2.1,4.6,2,1.6,1,BOS,345
H,4,1,16.4,0,0,3.5,2,2.1,1,LAL,239
A,8,4,10.9,0,1.4,21.9,3,1.2,0,CHA,590
H,17,4,21.2,0,0.9,25,3,6.3,0,TOR,326
H,15,5,15.9,0,0.8,25,3,8.2,0,DET,108
H,2,4,10.7,0,0.8,24.8,3,7.8,1,OKC,303
A,3,2,23.2,1,1.7,3,2,3.3,0,NOP,520
A,14,3,19.2,7,5.2,21,2,7,1,MIN,361
A,9,4,20.6,1,1.6,0.7,2,4.1,1,MIL,456
A,3,2,18.6,3,3,1.6,2,2.9,1,CLE,49
A,16,4,6.1,1,3.2,11.2,2,2.7,0,MIA,81
A,1,2,14.3,8,9.9,25.8,2,8,0,DEN,710
A,3,3,11.8,1,2.9,14.8,2,2.2,1,HOU,708
H,2,1,19,0,1.2,22.7,3,3.9,1,BKN,363
H,3,1,4,0,0.8,3.2,2,2,1,TOR,384
A,8,3,0,4,3.6,8.2,2,2.3,0,NYK,1
H,1,1,9.3,0,1.1,16.4,2,4.7,0,ORL,467
H,1,1,12.3,0,1.4,25.5,3,6,0,OKC,654
H,5,3,15.4,0,1.1,24.4,3,7.3,0,BKN,503
H,6,2,19.8,0,0.7,7.6,2,1.6,1,LAL,280
A,6,2,12,0,1.7,8.1,2,0.9,1,CHA,464
H,8,2,10.4,1,2.1,6.4,2,3.8,0,LAC,414
A,5,3,15.2,3,3.1,4,2,1.7,1,MEM,42
A,2,1,6,3,5.3,15.8,2,3.6,0,NYK,294
A,1,1,13.5,0,0.8,20.4,2,4.6,0,DET,24
H,5,3,15.3,5,3.3,15.4,2,2.6,0,IND,41
H,5,3,6.8,3,2.9,8.9,2,1.1,0,PHI,602
H,10,4,9.4,0,1,1.3,2,1,0,BKN,39
A,4,2,2.5,0,0.8,23.7,3,3.1,1,BOS,65
H,7,2,17.3,0,0.6,3.3,2,2.5,1,IND,173
H,9,3,12.2,0,0.9,24.2,3,5.7,1,DEN,493
H,3,2,10.4,0,1,3.1,2,4,1,CLE,84
H,3,1,21.2,1,1.8,4.1,2,5.1,0,CLE,285
H,9,3,5.5,1,2.3,1.8,2,1.7,0,NYK,144
H,2,1,11.8,4,2.8,15.8,2,4.5,0,SAC,471
H,7,3,4,0,-0.3,19.1,2,3.4,1,ORL,548
H,3,2,19.9,0,0,2.6,2,1.6,0,MIL,691
H,8,3,18,0,1.3,3,2,1.5,0,WAS,201
H,8,4,3,0,0.3,20,2,11.5,0,DEN,558
A,1,1,20.8,1,2,1.2,2,33.5,1,NYK,325
H,14,4,10.1,1,1.8,5.9,2,2.1,0,NYK,196
H,13,4,24,0,0.3,2.1,2,2.1,0,OKC,602
A,11,4,5.7,0,0.8,24.5,3,3.9,1,HOU,263
A,4,4,22.8,0,1,24.1,3,5.3,1,MEM,439
A,3,4,24,1,0.7,0.8,2,3.8,1,LAC,638
A,4,1,15.2,0,1,24.8,3,8.8,0,HOU,221
H,4,2,17,2,2.4,21.6,2,4,0,LAL,635
H,5,1,16.4,5,5.3,6.6,2,3.9,0,CHA,203
A,5,4,20.5,0,1,16.2,2,3.9,0,DEN,296
A,11,5,8.3,0,1.1,20,2,9.5,1,PHI,90
A,14,3,20.3,2,3,5.2,2,0.9,1,MIL,440
H,3,2,16.3,1,2.1,10.7,2,3.4,1,GSW,503
A,3,1,8.4,1,2.6,1.8,2,2.8,1,TOR,390
H,7,2,0,0,1.4,5.3,2,1.8,0,DET,3
A,1,1,14.1,0,0.8,15.3,2,6.6,1,NOP,509
H,1,1,10.2,2,2.8,5.3,2,1.2,1,DAL,574
H,4,4,17.3,1,1.8,26.4,3,4.4,0,BKN,86
H,3,3,5.4,0,2,22.2,3,1.7,0,ORL,321
H,7,2,9.3,0,1,22.6,3,3.2,0,DEN,69
A,12,4,8.6,2,2.3,1.5,2,1.6,0,CLE,346
H,8,4,22,3,3.5,5.3,2,2.9,0,BOS,230
A,9,3,0,2,2.6,7.5,2,3.6,1,IND,9
A,3,1,17.4,0,0.8,23.9,3,5.2,0,MIA,53
H,14,4,2.8,1,1.7,17,2,4.2,0,PHI,456
A,14,3,10.7,8,6.2,1.8,2,2.6,1,DET,269
A,6,4,12,10,10.8,9.2,2,2.6,0,DEN,532
A,3,1,20,2,4,26.5,3,6.6,0,UTA,391
A,1,1,0,2,4.9,20,2,3.8,0,SAS,367
H,1,1,0,1,0.9,22.2,3,3.4,0,ORL,92
H,8,3,23.8,1,1.1,10.8,2,4.9,0,GSW,265
A,12,4,20,0,1.3,24,2,6.1,0,MIN,513
H,6,1,12,4,6.6,2.2,2,3.3,0,HOU,117
A,7,2,20.4,1,1.2,4.9,2,2.6,1,BKN,31
A,7,3,7.8,1,7.7,19.3,2,4.1,1,MIA,670
A,5,1,0,14,13.4,11,2,2.1,1,CHA,3
A,3,1,22.2,0,1,25,3,7.7,0,MIL,340
A,16,4,8.6,21,16,0.7,2,3.4,1,WAS,291
H,6,2,0,0,1,26.4,3,4.1,0,MEM,17
H,10,3,9.7,2,3,4.4,2,3,0,BKN,387
A,4,1,7,0,0.8,1,2,1.9,1,MIL,320
A,4,2,2,1,1.6,24.9,3,3.2,0,DAL,12
H,3,1,5,2,5,10.9,2,0.1,1,BOS,292
A,9,3,17.2,0,0.7,7.3,2,3.9,1,NOP,177
H,3,4,14.1,0,0.7,19.1,2,1.6,0,CHA,467
H,10,4,0.9,0,0.9,24.5,3,6.3,0,PHX,415
A,3,4,13.5,0,0.9,24.2,3,5.8,0,NYK,557
H,3,1,10.6,0,0.9,24,3,6.5,0,PHI,601
H,14,4,11.3,0,0.9,15.6,2,5.1,1,ORL,588
A,7,1,12.3,2,4.6,2.1,2,2.1,0,CHA,99
A,3,3,22.7,0,2.2,2.7,2,0.1,0,DAL,648
H,2,1,0,4,3.5,3.3,2,2.1,0,MEM,1
H,8,2,9,5,6.2,5,2,2.2,0,PHX,273
A,1,2,18,0,0.6,22.6,3,5.4,0,BOS,423
A,4,4,5.6,0,2.1,9.5,2,4.5,1,PHX,604
A,14,3,19.8,2,2,3,2,2.1,1,MIN,188
A,19,4,0,2,1.5,18.4,2,3.8,0,SAS,5
H,10,3,12,0,0.9,17.6,2,6.9,1,ATL,159
H,9,4,16.2,0,1.1,13.2,2,3.6,1,SAC,240
H,5,3,2.9,0,0.9,12.8,2,10.9,1,CHA,175
A,7,2,6.3,1,3.5,6.2,2,1.7,0,TOR,297
H,8,2,17.2,0,0,17.5,2,3.5,1,TOR,222
A,12,3,16.9,3,3.4,11.3,2,2.7,1,MIN,293
H,1,1,7.9,0,1.1,15.3,2,3.9,0,LAL,640
H,9,3,10.1,9,10.3,19.3,2,5.6,1,DET,35
A,2,1,20.1,0,1,4.7,2,2.3,0,POR,293
H,13,4,10.1,1,2.2,3.4,2,0.5,1,CHA,436
H,5,4,11.4,0,0.9,2.6,2,1.8,0,CHA,439
H,12,3,13.7,10,9.3,18.1,2,1.6,1,ORL,171
H,5,5,7.3,2,3,6.4,2,1,0,CHA,192
H,1,1,5.9,0,1.8,26,3,5,0,CHA,702
H,6,4,7,0,0.8,17.9,2,4.5,0,DEN,606
A,16,4,15.2,0,0.7,22.3,3,2.6,0,NOP,405
A,1,1,8.1,1,2.4,4.6,2,2.6,0,NYK,172
H,21,4,6.7,0,4.4,16.3,2,4.2,1,CHA,84
H,9,4,5.8,0,1,23.2,3,6.8,1,POR,702
H,14,3,20.6,0,2.1,24.2,3,5.4,1,LAL,109
H,1,1,21.6,1,2,3.9,2,6.7,1,TOR,538
A,5,2,7.7,1,1.4,10.1,2,3.2,1,ATL,575
A,13,4,12.6,0,0.8,21.6,2,6.7,0,PHI,204
A,3,2,11.6,0,1.2,25.3,3,6.8,0,PHI,236
A,11,4,21.1,0,1.7,23,3,1.7,0,POR,34
H,6,2,3.4,4,4.9,26.8,3,5.1,0,OKC,176
H,4,1,13.2,2,2.8,4.3,2,1.7,0,PHX,217
A,6,4,19.4,0,0.9,22.8,3,7.4,1,PHI,511
H,6,1,13.9,0,0.8,25.2,3,6.1,0,NYK,204
A,6,3,5.2,0,0.5,2.1,2,2.9,0,CLE,575
A,14,4,18,6,7.1,3.4,2,0.5,0,WAS,316
A,8,3,16,0,0,5.4,2,2.3,1,OKC,520
H,2,1,0,3,4,13.5,2,2.8,0,MIL,553
H,3,1,14.2,0,0.3,4.1,2,1.7,0,POR,343
A,5,1,12,1,1.6,5.4,2,1.2,0,NOP,436
A,4,2,9.9,0,0.8,26.5,3,5.6,1,PHX,225
H,5,4,4,2,2.5,4.4,2,1.2,1,MIL,700
H,1,1,12.6,0,1,24.9,3,9.7,0,BKN,477
A,8,3,15.5,0,0.7,25.5,3,5.2,0,OKC,193
A,6,3,23.5,0,0.3,2.7,2,1.3,1,BOS,608
A,9,3,13.9,0,0.8,24.7,3,6.2,1,DAL,430
H,11,3,9.6,0,1.6,16,2,3.5,1,MEM,517
H,1,1,13.2,2,3.3,5.8,2,0.9,1,PHX,239
A,2,1,11,0,0.8,24.2,3,6.2,1,NYK,426
H,4,1,15.5,0,1.2,22.6,3,6.3,1,DAL,292
H,10,3,9.2,0,0,2.1,2,1,1,TOR,705
A,6,4,13.3,0,1,24.1,3,8.1,0,BKN,488
H,13,4,9.8,0,1,8.3,2,2.3,0,LAC,461
H,14,4,13.3,9,12.1,7.4,2,3,1,DEN,292
A,5,2,18.6,0,1.1,24.8,3,6.7,1,SAC,415
A,4,2,6.4,1,2,2,2,0.9,0,TOR,534
H,8,4,22.5,0,1.4,24.5,3,6,0,CHI,133
A,8,3,14.6,0,1.2,2.7,2,2.4,1,LAL,518
A,1,1,10.7,5,4.4,5.8,2,2.6,0,DAL,502
A,7,4,17,0,0.7,2.3,2,2.8,1,CLE,696
H,1,1,7.3,1,1.8,24.6,3,2.3,0,UTA,656
A,6,3,8.3,2,4.1,2.4,2,3,0,PHX,569
H,3,1,11.5,1,6.1,1.7,2,2.3,1,IND,539
A,6,2,7,1,3.6,7.3,2,3.6,0,UTA,402
H,5,3,22.9,0,0,4.7,2,2.7,0,GSW,365
A,4,1,16.9,3,7.6,1.3,2,2.3,0,LAC,429
A,2,2,15.3,0,0.9,24.5,3,2.2,0,DAL,648
A,7,3,24,0,0.7,2.4,2,1,1,NOP,650
H,6,3,15.5,0,0.9,22.4,3,4.4,0,DET,605
A,4,4,13.6,0,0.8,21.8,3,10.4,1,DAL,527
A,3,1,17,6,5.2,3.3,2,3.2,1,MIL,103
A,7,4,11.3,0,0.8,3.6,2,10.6,1,PHX,205
H,16,4,2.9,1,1.2,21,2,2.7,0,POR,391
H,8,2,10.1,0,0,8.1,2,3.5,0,DEN,143
A,8,3,11.8,0,0.8,19.7,2,6.2,1,GSW,205
A,5,2,12.6,0,3.3,26.5,3,4.9,1,DAL,143
A,8,3,18.8,0,0.7,21.7,2,4.6,0,CHA,567
A,5,3,13,0,0.8,24.7,3,3.2,0,CHA,183
H,6,2,14,0,0.9,2,2,3.6,1,BOS,213
H,3,4,24,1,1.9,2.4,2,2.5,1,OKC,450
A,2,1,13.4,1,1.5,16,2,4.3,1,HOU,457
A,11,3,13,0,0.9,16.7,2,13.5,0,OKC,393
A,7,2,21.4,3,2.3,7.8,2,2.2,1,UTA,123
H,3,1,20.3,0,1,17.7,2,5.7,1,DEN,91
A,5,2,13.7,0,0.8,12.9,2,4.9,1,PHI,489
A,8,2,8.5,1,5.4,11.9,2,3.9,1,MIA,47
H,4,1,22.5,1,2.5,4.5,2,1.5,1,CLE,478
H,16,4,20.3,6,4.2,2.8,2,2.6,0,POR,156
H,6,4,19.1,0,0.5,2.8,2,0.4,1,NYK,313
H,11,3,24,0,-0.1,1.8,2,1.9,0,DET,306
A,9,3,12.4,0,0.7,17.5,2,4.3,1,TOR,692
H,6,2,15.3,0,1.6,5.2,2,1.8,0,POR,153
A,4,3,5.5,1,1.1,11.9,2,5.5,1,HOU,571
H,9,3,2.7,6,8.3,11.5,2,4.6,0,DEN,13
H,11,4,0,1,1.9,26.7,3,2.5,0,LAL,19
H,3,1,13.3,0,1,25.2,3,5,1,IND,287
A,10,3,9,3,2.8,19.6,2,6.1,1,UTA,398
A,4,2,8.2,0,1,23.4,3,6.6,1,CLE,319
H,10,3,4.3,3,4.2,23.8,3,2.9,0,SAC,673
H,6,4,13.1,1,2.6,7.1,2,6.7,0,LAL,529
H,14,4,21.1,0,0.7,4,2,2.5,1,POR,92
A,8,2,7.6,0,0.7,27.1,3,7.3,0,OKC,273
A,12,4,9,1,3.2,6.3,2,0.2,0,LAC,149
H,1,1,18.9,2,2.8,2.6,2,1.1,0,LAC,662
A,2,1,6.1,0,0.7,22.5,3,8.5,0,LAL,442
A,8,2,15,0,0.9,21.4,3,8.6,0,LAC,554
A,5,2,2.2,0,0.3,4.3,2,2.5,1,CLE,698
A,1,1,14.8,4,3.4,16.2,2,4.8,0,NOP,309
H,6,2,17,8,6.6,2.4,2,1.8,1,CHI,612
H,3,1,20.1,1,1,20.5,2,6.2,0,POR,533
H,13,4,14.3,9,10.2,4.6,2,1.5,0,NOP,213
H,1,1,20.3,0,1,24.6,3,5.9,0,ORL,661
A,17,4,7.1,1,2.2,22.6,3,7.9,1,DET,130
A,4,2,18.5,0,0.5,23.4,3,6.3,0,SAC,266
A,9,3,21,0,0.5,3.9,2,4.5,1,DAL,454
H,5,3,10.3,0,0.8,22.8,3,4,0,CHA,584
H,1,1,14.4,1,2.8,4.2,2,4.4,1,UTA,648
A,8,4,13.9,1,1.7,13.8,2,4.5,0,LAL,326
H,3,2,24,0,0.6,0.6,2,3.5,0,DAL,653
A,12,3,12.4,0,0,8.6,2,1.5,1,NOP,104
H,2,1,20.4,1,1.4,23.3,3,4.3,0,CLE,419
H,1,1,15.8,0,0.9,18.4,2,5.5,0,PHI,632
A,13,3,0,0,1.3,25.1,3,5.8,0,CLE,2
H,13,3,6.1,0,0.8,20.4,2,4.5,1,LAL,360
A,8,3,3.1,0,1.1,2.9,2,2.3,1,POR,665
H,2,1,23,0,0.5,3.1,2,0.6,0,PHX,578
H,1,1,24,0,1.4,1,2,0.7,1,BOS,259
H,5,4,11.5,2,3.5,4.9,2,8.4,1,DAL,17
A,7,1,15.8,0,0.9,3.6,2,2.6,0,LAC,110
A,4,2,16,10,8.4,10.3,2,5.4,1,MIN,636
A,17,4,2,28,21.7,8.8,2,4.4,0,DEN,192
A,16,3,17.3,6,5.7,8.7,2,6.5,0,MEM,322
A,2,1,8.6,0,0.7,25.3,3,5.4,0,POR,135
H,4,3,18.1,0,1.1,23.8,3,3.9,0,NYK,187
H,33,4,19.9,2,2.3,2.4,2,1.2,0,PHX,273
H,7,2,12,0,1.1,1.2,2,3,1,OKC,220
A,2,1,21,2,3.1,4.2,2,2.8,1,HOU,176
H,5,2,5.2,5,4.5,14.8,2,2.5,0,IND,308
A,1,2,9.8,2,2.9,12.8,2,2,1,LAL,672
H,3,1,20,4,4.4,5.1,2,1.3,0,GSW,321
H,7,3,12,2,3.6,1.6,2,0.6,1,BOS,589
A,6,2,8.8,1,2,24.6,3,2.7,1,OKC,529
H,4,1,11,1,5,6.8,2,2.5,0,IND,318
H,4,2,11.7,0,0.8,22.4,3,7.5,1,SAC,574
A,8,3,18.9,0,1,22.1,3,8.9,0,MIN,37
A,11,3,14.5,0,3,6.1,2,1,0,CHI,382
A,7,3,13.9,13,10.6,4,2,2.4,1,WAS,305
H,8,4,5.9,0,1.1,4.6,2,1.6,1,NYK,358
H,20,4,19.5,2,4.5,4.5,2,3.4,1,SAS,22
H,14,4,12.6,0,1,25.5,3,6,1,BKN,123
A,1,2,8.5,0,1.1,22.9,3,6.5,0,IND,513
A,16,3,16.6,2,6.4,2.9,2,2.7,1,NYK,96
A,2,1,16.2,2,1.9,12.8,2,2,0,OKC,617
A,1,1,4.4,0,1,2.6,2,2.7,0,BOS,682
H,2,4,13,0,0.8,20.5,2,5.3,1,GSW,573
A,3,2,22.7,0,1,23.4,2,10.4,0,DEN,309
A,6,2,13.8,0,0.9,19.8,2,5.2,1,CHI,117
H,3,2,17.8,7,5.8,3.7,2,1.7,0,POR,557
A,7,1,22.9,0,0,1,2,0,0,MEM,380
H,4,2,10.7,0,2.4,5.1,2,2,1,UTA,526
H,8,1,0,21,18.5,25.1,3,3.8,0,MIL,2
H,3,1,21.6,1,1.5,3.9,2,3.3,1,LAL,285
A,1,1,10.7,2,1.8,4.1,2,1.8,0,DET,623
A,4,2,18.3,0,1,22.6,3,5.9,1,WAS,295
H,3,3,20.6,0,1.2,23.9,3,8.3,1,CHI,98
A,3,2,13.1,0,0.5,24.9,3,6.4,1,HOU,599
A,7,3,22.3,4,3.6,3.4,2,11.5,1,MIL,510
A,9,4,18,1,1.4,24.7,3,4.1,0,MIA,332
A,5,1,17.7,0,0.9,22.2,3,4.4,0,NOP,359
H,15,2,13.5,0,0.8,20.5,2,5,0,DET,108
A,4,2,10.6,2,2.5,16.4,2,3.4,1,MEM,613
A,5,2,6,4,4.8,3.8,2,3.2,1,NYK,493
H,4,1,16.4,10,8.3,7.8,2,1.3,0,CHA,378
A,9,3,10.7,0,0.7,16.2,2,4.6,0,LAL,687
H,3,2,12.3,2,2.8,17.3,2,3.6,1,NYK,601
H,8,3,14.7,5,5,2.5,2,2.2,0,NOP,306
H,7,3,3.9,0,1.6,17.6,2,3.5,1,DAL,440
H,6,2,23,0,1,21.5,2,4.5,0,DAL,400
A,2,1,12,0,0.8,25.7,3,6.3,1,SAS,103
H,5,2,9.6,0,0.8,20.8,2,8.5,1,BKN,214
H,13,4,4.8,2,2.4,19,2,4.9,0,BOS,131
H,11,4,12.5,0,0.8,25,3,3.2,0,CLE,151
H,7,4,0,7,6.8,5.3,2,3.1,1,TOR,568
H,1,1,2.3,1,1.9,4.7,2,1.6,0,SAS,169
H,8,3,17.6,0,0,24.4,3,5.7,0,HOU,683
H,14,3,9,3,6.7,5.4,2,3.8,0,CHI,29
H,4,2,9,0,1,24.9,3,6,0,CLE,29
H,11,3,22.2,4,2.5,2.7,2,2.2,1,NOP,140
A,6,3,13,2,2.6,1.3,2,3.1,1,CHI,335
H,3,3,22.9,1,1.9,5.9,2,2.1,0,MEM,338
A,4,4,10,0,0.7,25,3,6,0,NYK,685
H,1,1,18.8,4,4.3,16.3,2,5.7,0,DAL,596
H,9,3,20.4,5,5.9,14,2,5.5,1,CHA,190
A,10,4,18.2,0,0.9,24.9,3,6,0,ORL,685
A,7,2,20.3,0,0.7,24.8,3,3.5,1,IND,159
H,3,2,17.8,0,0.6,4.5,2,3.9,0,IND,638
H,4,2,12.5,3,3.1,15.8,2,3.5,0,LAL,483
A,8,4,22.2,0,0.8,25.9,3,5.8,0,POR,405
H,15,4,9,20,14.9,5.7,2,1.6,0,WAS,66
A,17,4,9.6,18,14.3,5.7,2,2.6,0,CHA,84
H,6,3,20.5,0,2.5,25.3,3,2.7,0,DET,530
A,4,3,7,1,2.6,15.2,2,1.9,1,CLE,643
A,1,1,9.9,0,0.6,22.9,3,4.1,1,MEM,495
A,13,3,2.4,2,3.2,20.6,2,4.3,0,NYK,479
H,4,1,17.9,1,1.7,5.7,2,3,1,BOS,371
A,1,1,14.5,0,0.8,24.9,3,6.2,1,DET,116
H,5,4,21.9,0,0.9,3.4,2,10.7,1,OKC,703
H,3,1,0.4,5,4.7,13.9,2,1.5,0,WAS,447
A,7,3,15.4,8,8.7,24.1,3,3.4,1,GSW,711
A,10,3,10.2,4,4.9,7.3,2,2.2,0,WAS,573
H,1,1,15,0,0.8,20.6,2,6.6,1,NYK,455
H,6,2,14.3,0,1,19.6,2,5.7,1,DET,286
A,1,1,7.3,0,1.1,19.8,2,4,0,MEM,646
A,3,3,20.8,2,1.8,6.7,2,1.7,0,NOP,450
H,2,1,10.3,3,2.5,4.9,2,2.2,0,ORL,250
A,1,1,9.4,0,1.3,5.1,2,0.6,0,GSW,450
H,1,1,12.2,0,0,24.6,3,1.7,0,IND,71
H,2,2,2.5,5,7.6,20.2,2,3.6,0,MEM,282
H,11,4,2.2,1,2.4,6,2,4.3,1,WAS,573
H,7,3,0,0,0.8,24.5,3,6.8,0,ATL,1
H,2,2,9.2,16,14,4.2,2,5.2,0,MIN,585
A,4,2,24,0,0.2,4.3,2,3,1,MEM,298
A,2,1,14.4,0,0,1.4,2,3.3,1,DET,574
H,7,3,18.4,1,2.8,25.3,3,6,1,TOR,668
H,9,3,8.7,0,1.3,24.9,3,5.1,1,PHX,641
H,5,3,17.7,2,1.9,12,2,2.3,1,SAS,570
H,14,3,15,0,0,10.7,2,6.7,0,MIA,151
H,3,2,12.6,0,0.7,4.5,2,1.8,1,SAC,522
A,9,3,11.1,0,1.5,23.9,3,4.6,0,ORL,555
A,17,4,18.6,3,3.4,7.4,2,1.4,0,WAS,250
H,2,2,20.1,3,3.2,23.7,3,12.9,1,DET,654
A,12,4,6.3,4,6.1,11.7,2,4.2,0,MIA,396
H,1,2,19.6,0,1,2.8,2,2.2,0,DAL,622
A,4,1,13.7,0,1,18.8,2,5.9,1,BOS,412
A,5,2,6.5,0,0.8,21.4,2,5.6,1,DEN,421
A,12,4,17.4,0,2.7,18,2,3.4,0,IND,60
H,2,1,20.2,0,1.1,13.9,2,4.6,0,CLE,155
A,13,3,24,0,0,1.2,2,3.2,1,IND,598
H,13,4,7.7,0,1.2,22.7,3,3,0,TOR,519
A,3,2,8,0,1,22.5,3,3,1,LAL,144
