LOCATION,SHOT_NUMBER,PERIOD,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,CLOSE_DEF_DIST,FGM,opposing_team,GAME_CLOCK_sec
A,8,4,7.6,4,3.2,17,2,4,0,MIL,704
H,18,5,9.7,3,4.6,7.7,2,2.4,1,MIA,131
H,13,4,15.6,0,0.8,26.6,3,5.6,1,MIN,465
A,3,1,14.3,3,3.7,25.1,3,8.3,0,PHI,394
H,7,3,6.3,0,1,22.1,2,6.4,0,NYK,653
H,13,3,6.5,0,0.5,8.5,2,1.7,0,PHX,672
H,8,2,17.7,0,2.3,0.9,2,4.3,0,NYK,61
H,2,1,6.3,0,1.2,17.1,2,3.9,0,MIL,451
H,3,1,11.1,1,1.4,6.3,2,1.4,0,UTA,408
A,2,1,10.9,2,5.3,6.9,2,2.8,0,PHI,414
H,7,2,19,3,4.5,24.4,3,5.4,1,SAS,138
H,2,1,5.3,0,0.5,22.8,3,5.6,1,BKN,468
A,5,3,6.9,0,0.5,2.7,2,3.1,1,OKC,683
A,1,1,6.2,0,0.8,26.1,3,6.6,0,DAL,686
A,1,1,19.8,1,1.6,6,2,2.8,0,CHA,287
A,14,4,0.9,2,4.6,20.2,2,4.4,0,BKN,125
H,2,1,23.3,0,1.2,3.8,2,1.8,1,BKN,214
H,7,4,2.8,0,0.7,17.3,2,4.9,0,PHX,221
A,3,1,7.2,0,0.8,24.8,3,5.7,0,DEN,343
A,6,2,3.6,2,2.9,11.9,2,2.8,0,ATL,351
A,1,1,22.9,0,1.4,21.7,2,7.1,0,DET,557
H,1,1,24,1,4.5,26.3,3,12.2,0,MIA,546
H,3,4,8,1,2,25.7,3,7.7,1,DAL,528
H,9,4,17.4,4,3.9,11.7,2,6.1,1,PHX,665
H,2,1,20.4,0,0.6,2.1,2,1.8,1,CHI,497
H,3,1,6.4,0,0.9,24.2,3,10.8,0,MIL,126
A,3,3,14,0,0.9,22.1,3,10.4,1,BOS,710
A,7,3,13.7,0,1,23.9,3,4.3,0,CHA,21
H,4,1,7.1,3,2.6,16.7,2,2,1,SAC,375
H,5,3,16,11,8.2,4.3,2,2.3,1,NOP,712
H,4,1,21,0,1.6,3.4,2,7,1,MIL,483
A,9,3,18,1,1.7,24.7,3,4.1,0,NYK,394
H,4,2,22.3,1,1.8,3.7,2,1.7,0,MIL,28
H,5,2,22.6,1,0.8,17.2,2,4.8,0,MIA,97
A,3,2,18.5,0,1.7,6,2,0.8,0,DEN,346
H,9,2,5.3,1,1.5,4.4,2,0.2,1,LAC,106
A,3,1,3.4,0,0.5,9.1,2,5.8,0,ORL,508
A,1,1,3.9,1,5.9,1.4,2,1.5,0,NOP,593
H,2,4,6.8,0,2.8,26.8,3,2.9,0,DEN,594
H,15,4,12.4,0,0.9,7.5,2,1.5,0,SAC,169
A,1,2,16.6,0,0.9,24.9,3,8.8,0,UTA,632
A,14,4,11,4,3.9,20.1,2,6.2,0,GSW,224
A,13,3,0,4,4,26.4,3,7.2,0,DET,2
H,8,4,12.7,0,0.8,1,2,3.7,1,CHI,401
A,8,3,9.6,0,1.1,1.6,2,2.2,0,CHA,617
A,9,3,11,1,2.2,6.3,2,2.1,0,MIA,286
A,6,3,18.3,0,1.4,4.5,2,5.2,1,PHI,673
H,6,4,18.3,0,0.8,24.3,3,6.1,1,CLE,568
H,4,2,6.5,3,3.8,4,2,3.2,1,SAS,545
A,1,1,11.8,0,0.8,23.1,3,6.5,0,MIN,110
H,1,2,22.6,0,2.4,1.8,2,1.4,0,OKC,467
H,4,1,8.4,1,2.2,5,2,3.3,1,SAS,264
H,7,4,7.7,17,16.4,4,2,2.4,0,DEN,538
A,4,4,14.4,0,0.8,20.8,2,7.1,0,ORL,387
H,3,2,12.7,3,2.7,18,2,4,1,DAL,344
H,3,1,21.1,1,1.8,1.1,2,5.2,1,TOR,414
H,2,1,9.1,0,1,3.1,2,1.2,1,MIL,407
H,1,1,13,2,5.1,3.9,2,1.5,1,DAL,119
A,1,1,4.7,3,6.4,6.9,2,0.1,0,SAS,641
A,13,3,6.9,0,3.1,17.8,2,4.4,1,ORL,85
H,8,4,8.4,2,2.1,8.2,2,4.2,0,NYK,323
A,11,3,5.6,0,0.7,25.8,3,3.8,0,DEN,351
A,5,2,0,1,2.1,4.2,2,1.3,0,NOP,0
H,1,1,8.2,1,1.5,9.2,2,2.8,1,ORL,661
H,16,4,13.5,0,0.8,3.3,2,6.4,1,HOU,140
H,13,4,10.7,4,4,5.4,2,3.2,1,MEM,116
A,5,2,15.7,0,1,1.9,2,3.8,1,PHX,445
H,3,2,8.3,0,0.9,24.9,3,9.9,0,LAC,689
H,13,4,13,0,1.3,24.5,3,4.1,0,MIL,155
H,8,2,8.8,6,5,9.5,2,2.3,0,PHX,476
H,5,1,14.9,1,1.9,25.3,3,4.6,0,DAL,247
A,5,2,5.6,0,1,24.3,3,15.8,0,CHA,360
H,1,2,15.6,9,7.6,6.3,2,1.6,0,BOS,563
A,4,1,6,1,2.3,24.8,3,4.5,0,LAL,302
A,2,1,1.1,4,3.3,3,2,0,1,IND,420
A,10,3,9.6,2,2.2,9.4,2,3,1,PHI,687
H,4,4,24,0,0.3,1.8,2,0,1,MIA,375
H,9,3,19.8,0,0.8,24.7,3,7.8,0,BKN,601
H,27,4,11.3,1,1.6,19.4,2,5.4,0,LAC,281
H,11,3,5,0,0.8,25.4,3,7.3,1,GSW,340
H,3,1,10.7,0,0.9,18.8,2,11.2,0,CHA,387
A,6,3,17.7,6,4.8,23.6,2,6.9,0,SAC,600
A,10,4,0,3,3.2,8,2,1.9,0,SAS,293
A,8,3,18,0,0.9,6.3,2,1.6,1,LAC,356
H,2,1,6.7,3,6.4,6.5,2,1.6,0,SAS,593
A,2,1,9,0,0.7,13.8,2,5.3,1,DEN,618
H,5,3,15.5,8,9.2,3.2,2,1.5,1,CLE,140
A,2,1,17.7,0,1,25.2,3,7,1,SAS,586
H,9,4,5.4,0,0.8,22.6,3,8.8,0,PHX,319
A,6,2,18.9,4,4.6,0.6,2,4.2,0,DEN,201
A,10,2,9.9,15,13.3,4.9,2,4.2,0,LAC,68
H,3,1,22.4,4,2.9,1.4,2,2,1,POR,484
H,15,3,12,0,0.8,24.5,3,5.7,0,NYK,580
A,7,4,24,0,0.2,2.2,2,1.5,0,ATL,684
A,6,2,7.6,0,1.1,4.3,2,2.9,0,CHA,285
H,10,3,18.3,0,0.9,0.9,2,0.4,1,GSW,482
A,27,4,12,5,9.8,7.8,2,2.6,1,SAC,226
A,10,4,12,0,0.7,19.3,2,7.7,1,MIN,238
H,4,1,14.8,2,2.9,13.1,2,3.8,0,SAS,169
A,13,4,14,2,1.9,4,2,2.1,0,CLE,196
A,7,3,12.1,1,8.7,10.5,2,4.4,0,NYK,663
H,1,1,15.6,5,4.4,17.9,2,6,0,PHX,677
H,4,2,18.3,0,0.8,22.4,3,5.7,0,BKN,201
H,2,2,20,1,0.9,25.1,3,3.8,0,WAS,37
H,5,2,20.3,0,0.4,2.5,2,4.3,1,UTA,285
A,10,2,21.1,0,0.6,25.1,3,2.6,0,IND,163
A,1,1,0,0,1.2,25.5,3,2.6,1,HOU,633
A,7,3,17.1,5,3.8,14,2,3.3,1,CHA,119
H,2,2,9.8,1,1.3,19.5,2,3.7,0,PHX,175
A,11,4,4.7,0,0.8,22.9,3,5.1,0,DET,101
H,5,2,0,1,2.5,14.3,2,1.9,0,ORL,611
A,4,4,8.3,23,15,21.1,2,4.8,1,MIL,95
H,6,3,18,0,1,15.2,2,3.9,1,SAC,581
A,8,2,8.9,5,5.8,8.5,2,2.3,0,OKC,244
A,8,3,18.4,0,0.4,1.4,2,1.4,0,DAL,471
H,1,1,13,1,1.4,9,2,2.3,0,NOP,708
A,1,1,4,6,6.2,18.2,2,3.5,1,WAS,248
A,10,4,9.2,2,2.6,3.1,2,2.1,1,WAS,584
A,6,3,19.5,0,1.1,1,2,5.4,1,BKN,307
A,8,3,17.7,2,1.9,8.3,2,3.6,0,MIN,217
A,18,4,10.3,3,3.1,20.1,2,4.2,1,DAL,563
A,3,1,13.3,2,2,11.5,2,2.4,0,IND,286
A,2,1,14.2,0,1,24.9,3,6.3,0,ATL,568
H,1,1,2.2,6,4.4,15.6,2,3.3,1,NOP,437
H,13,3,2.9,0,6.6,15.8,2,3.3,0,ORL,259
H,10,3,11,1,3.2,9.5,2,1.9,1,BOS,399
A,21,4,11.7,4,7,5.7,2,2.9,1,LAL,65
A,10,3,3.2,8,11.2,6.6,2,2.5,1,CLE,445
H,1,2,4.7,3,4.5,11.1,2,2.2,0,ORL,547
H,15,4,5.8,0,0.9,17.8,2,8.5,1,CHI,425
H,3,2,24,0,0,0.9,2,0,0,PHX,663
H,4,2,22.8,0,2.9,2.7,2,3,0,WAS,653
A,6,2,16.6,8,7.8,5,2,4,1,OKC,166
A,4,2,24,0,0,3.6,2,1.6,0,MIL,440
H,7,3,21.4,1,1.7,2.9,2,3.1,1,SAS,362
A,9,2,17.3,5,6.6,11.9,2,4.2,0,LAL,37
A,7,4,11.1,0,0.7,3.6,2,1.6,1,ORL,599
A,12,2,5.1,0,3.2,8.1,2,1.6,0,CHI,74
H,11,2,13,1,1,18.5,2,4,1,CLE,73
A,6,1,13.3,1,1.6,6.4,2,1.5,0,CHI,179
A,1,1,3.9,0,1.3,16.2,2,5.1,1,DAL,103
A,15,3,20,0,0.9,25.7,3,5.2,1,TOR,388
H,5,2,24,0,0.2,2.8,2,3.2,0,IND,170
H,8,3,18.9,6,5,12,2,5.2,0,CHI,480
A,2,2,20,0,1,23.7,3,4.9,0,TOR,636
H,3,1,11.9,0,1.1,26.3,3,3.9,0,MIL,432
H,3,2,20.6,0,1,5.4,2,4.1,1,NOP,562
H,7,3,14,0,0.8,18.8,2,5.3,1,NYK,676
H,5,2,14.8,0,1.5,1.9,2,0,1,PHI,371
A,20,4,7.5,19,17.4,17,2,4.6,1,PHX,189
H,15,3,11,2,2.8,17.6,2,3.6,1,CLE,213
H,3,1,8.4,3,6.3,5.1,2,1.9,1,PHX,352
A,1,1,15.2,2,2.5,19.6,2,4.9,0,NOP,653
A,2,2,21.4,2,3.9,4.4,2,31.8,1,ORL,263
H,9,6,5.5,0,2.3,19.9,2,6.2,0,CHI,55
A,8,2,13.4,0,1,22,3,14.5,0,TOR,376
A,11,3,16,1,0.9,15.6,2,2.1,1,NOP,450
A,9,4,22.6,0,0.8,22.6,3,5.2,1,UTA,473
A,10,3,12,5,4,2.4,2,2.5,0,MEM,313
H,8,4,15.9,2,2.6,18.5,2,5.4,0,HOU,188
A,1,1,3.6,0,0.9,23.3,3,3.4,0,BKN,234
H,8,3,12,4,5.2,15.4,2,2.4,0,CHI,469
H,3,3,23,0,1.8,2.4,2,3.1,1,MIN,584
A,3,3,18,0,1,26,3,5.4,0,CLE,219
H,8,2,18,0,0.7,25.5,3,6.7,0,UTA,201
H,6,2,11.6,0,1.1,24.8,3,6.2,1,SAS,503
H,8,3,15,2,3.2,4.4,2,2.6,1,BOS,516
A,10,4,10.3,0,1,24.1,3,3.1,1,LAC,398
A,2,1,15.5,11,8.9,8.4,2,5.5,0,CLE,479
A,1,1,10.9,1,2,16.7,2,3.3,1,GSW,660
A,3,4,11.2,0,0.9,25.9,3,8.1,1,MIA,686
H,4,3,24,0,0,2.7,2,1.6,1,OKC,358
H,8,2,12.4,1,1.6,21.9,2,5.4,1,ATL,98
A,8,3,20.1,0,0.9,4.2,2,2.1,0,NOP,270
A,8,2,3,1,2.2,22.4,3,4.7,0,ORL,351
A,1,2,17.2,8,7.1,5.7,2,2.5,1,MEM,618
H,1,1,13.7,0,0.7,24.5,3,3.1,0,PHX,505
H,2,2,8.7,1,1.9,5.4,2,2.6,1,PHX,424
A,12,3,9.2,4,4.2,16,2,2.5,0,SAC,314
H,9,2,19.6,0,0.9,4,2,0.7,1,GSW,156
H,7,4,9.8,3,4.2,13.3,2,1.3,0,MIN,471
A,11,3,12.2,0,1,22.4,2,4.7,0,HOU,642
A,11,2,15.5,0,0.9,2.7,2,4.1,1,CHI,82
A,4,2,10.8,1,1.2,8.8,2,3.5,0,ORL,629
H,8,4,6.7,5,9.7,8.4,2,1.8,0,DET,651
H,1,1,6.6,0,0.8,24.9,3,5.7,0,NYK,109
H,12,3,5.6,2,5.3,4.6,2,2.4,0,BOS,180
A,15,3,6.9,3,4.9,8.9,2,2.5,0,CLE,151
A,7,4,24,0,0,1.9,2,2.1,1,NYK,37
H,11,3,9.2,0,4.4,18.1,2,4.5,1,PHX,101
H,8,3,6,2,2.1,24.9,3,6.2,0,TOR,599
H,7,3,21.3,3,4.1,3.5,2,1,0,MEM,216
A,13,3,19.3,0,0.4,23.5,3,5.6,0,OKC,188
H,10,3,11.7,3,3.8,19.2,2,5.2,0,GSW,686
A,3,1,13.4,13,9.7,19.3,2,7.5,0,PHX,384
H,3,3,15.8,1,1.9,19.9,2,3.4,1,ORL,143
H,14,3,5.9,0,1,17.9,2,7.6,0,DEN,648
A,3,1,21.6,1,1.3,3.3,2,13.6,1,NYK,411
H,4,1,21.5,0,1,1.8,2,9.3,1,NOP,238
H,1,1,17.1,0,1.1,18.3,2,2.6,1,DEN,677
H,2,1,16.3,4,4.4,4.4,2,3.3,1,DEN,352
H,7,2,17,0,1.1,24.6,3,6.5,1,LAC,139
H,1,1,12.2,1,2.6,5.3,2,1.2,1,TOR,418
A,5,4,4.4,1,1.9,18.5,2,3.1,1,DET,328
H,9,4,24,0,0,5.4,2,1.9,0,BOS,371
H,15,4,11.3,0,0.2,2.6,2,1.8,0,ATL,38
A,7,4,12.3,0,0.9,20.5,2,12.3,1,CLE,354
A,15,4,9,2,5.3,4.6,2,2.9,1,ORL,50
H,3,3,18.5,0,0.9,24,3,9,1,MIA,34
A,10,3,14.5,0,0,3,2,2.3,0,SAS,55
A,5,3,8.1,0,1.4,6.4,2,3.9,1,DEN,463
H,2,1,11.2,0,0.9,4,2,6,1,DAL,491
H,5,2,16.7,0,0.7,24.5,3,3.5,0,PHI,525
A,7,2,6.5,1,2.9,4.6,2,1.6,0,MEM,186
H,1,1,5.2,2,1.9,24.1,3,8.3,1,ATL,390
A,13,4,21.3,1,1.5,4,2,9.3,1,MEM,265
A,7,3,5.8,0,0.9,26.2,3,4.5,1,NOP,466
H,1,3,7,0,0.8,25.2,3,6,0,WAS,164
H,3,1,8.5,0,0.7,23.9,3,4.8,0,NYK,453
A,3,1,9.2,0,0.7,1.9,2,2.2,1,UTA,385
A,9,3,2.1,0,0.9,23.8,3,8.8,1,MEM,35
H,7,2,12,0,1.3,25.8,3,6.5,0,CHA,405
A,7,2,9,0,1.2,13,2,5.6,0,ATL,145
H,8,5,5.9,5,4.9,9.7,2,3.8,0,DAL,132
H,4,1,9.6,1,1.8,10.3,2,3.7,0,MIL,225
A,8,4,0,0,2.3,24.1,3,7.2,0,ATL,17
A,5,4,13.3,11,10.2,8.2,2,3.5,1,TOR,567
H,12,4,14,10,10,2.5,2,2.2,1,GSW,436
A,3,4,15.1,0,0.6,20.8,2,4.3,0,DAL,382
H,6,2,7.9,3,3.6,15.3,2,3.1,0,NYK,230
H,13,4,18,0,1.1,27.3,3,1.8,1,MIL,555
H,13,5,11.6,0,0.8,15.9,2,9.6,1,HOU,64
H,8,3,19.9,4,3.5,15.7,2,3.1,0,MEM,278
H,4,1,9.7,0,0.6,9,2,4.7,1,POR,296
A,4,4,14,0,3.5,14.9,2,4.5,1,MIN,162
H,1,1,12,0,0.9,21.3,2,7,1,IND,524
H,1,1,19,1,1.8,7.6,2,2.7,0,SAC,678
H,3,1,15.6,0,0.9,3.7,2,2,1,LAC,152
A,14,3,8.4,1,1.8,6.5,2,2.1,1,MIA,274
H,6,3,2.9,3,6.5,9,2,3.1,0,UTA,401
A,2,4,21.8,0,0,2.4,2,2.4,0,ORL,678
A,2,1,20.6,3,4,24.3,3,6,1,BKN,209
H,11,2,14.9,0,0.6,0.8,2,1.3,1,PHI,252
A,7,2,15.7,0,0.9,14.9,2,5.9,0,DEN,257
A,2,4,12.4,0,0.8,16.3,2,6.5,1,LAC,98
H,7,3,17.3,6,6.8,26.1,3,3.3,0,CLE,34
A,12,4,11,5,6.2,17,2,4.1,1,DEN,240
H,3,2,15.8,0,0.7,1.9,2,2.9,0,NOP,320
A,7,4,11.6,2,2.2,15.6,2,4.2,0,MIN,356
A,1,1,6,0,0.9,15.7,2,5.4,0,LAC,528
H,13,4,21.1,3,3.5,3.8,2,3.9,1,CHI,256
H,5,2,9.1,2,5.6,18.9,2,2.5,1,DET,385
A,6,1,21.1,4,3.2,5.2,2,2.2,0,BKN,380
A,16,4,12,11,11.7,20.8,2,5.3,1,WAS,110
H,6,2,7.3,0,2.5,22.8,3,4.3,0,OKC,138
A,5,2,11.5,4,4.1,9.8,2,1.5,0,BOS,323
A,2,2,9.9,0,2.7,18.2,2,3.6,0,NOP,518
A,4,1,5.9,4,4.4,16.9,2,6,0,CLE,450
H,3,3,12.6,0,0.9,22.8,3,4.4,1,NOP,412
H,6,4,7.3,1,1.9,7.2,2,4.2,0,BKN,680
H,10,4,8.6,3,4.5,10.3,2,4.4,0,ORL,156
H,15,4,4.3,0,0.8,23.5,3,4.3,0,SAC,439
H,5,2,10,5,7.6,3.2,2,5.1,1,OKC,351
H,2,1,6,1,1.9,17.6,2,5,0,POR,422
A,3,3,12.7,0,0.8,24,3,6.4,0,SAS,250
A,4,1,5.1,4,6.2,3.4,2,1.8,0,MEM,199
A,3,1,19.4,1,1.5,2.6,2,4.2,1,NYK,443
A,6,2,14.7,0,0.7,23.5,3,3.4,0,SAS,400
A,5,1,9.3,0,1.6,15.2,2,6.7,0,ATL,66
H,3,4,10.3,17,13.1,6.7,2,0.6,1,MIN,452
A,9,3,14,0,1.4,4.8,2,2.1,1,ATL,514
A,1,3,13.2,0,0.8,22.4,3,7.2,1,BOS,84
A,18,4,0,0,0.1,0.6,2,1.2,0,PHI,3
H,9,4,20,1,1,4.5,2,3.5,0,TOR,200
A,8,2,12.1,0,1.4,2,2,2.1,1,GSW,494
H,13,4,18.9,0,0.1,2.7,2,3.5,1,PHI,283
A,4,2,18,0,0.4,2.7,2,2.4,1,GSW,93
H,7,4,21.4,0,0.8,2.7,2,2.3,0,BOS,115
A,5,2,17.7,8,6.9,10.8,2,4.4,0,ORL,39
H,10,4,15,0,1,16,2,10.7,0,CHI,227
A,5,2,11.2,0,0.8,22.6,2,9.1,1,TOR,174
A,9,2,12.3,13,11.9,3.5,2,0.9,1,SAC,296
A,6,2,9.6,2,2.3,13,2,3.5,0,POR,97
A,14,3,22.4,1,3.7,3.6,2,5.8,1,LAC,349
H,2,1,12.1,1,1,4.3,2,3.5,1,IND,594
H,7,3,8,0,1.2,17.4,2,6.1,0,DET,108
H,7,1,24,0,0,1.9,2,3.2,1,HOU,116
H,1,1,1.2,0,0.7,9.1,2,3.5,0,LAL,673
A,4,3,0,3,2.9,36.9,3,4.4,0,HOU,1
H,1,1,10.8,2,1.7,5.6,2,0.4,1,IND,564
H,7,4,12.1,0,0.9,24.9,3,6.2,0,IND,208
H,1,1,11,2,2.6,3,2,2.8,1,BKN,525
H,8,2,9.7,1,1.4,4,2,3.4,1,NYK,290
A,12,3,0,0,0.9,45.3,3,4.1,0,HOU,1
A,5,2,9.8,2,5.8,5.9,2,3.5,1,WAS,269
H,9,2,15.5,8,9,16.9,2,5.6,1,IND,148
H,1,1,16,7,6.4,2,2,1.3,0,LAL,672
A,19,4,24,0,1,2.8,2,1.5,1,DAL,186
A,5,1,11,0,0.6,5.1,2,1.3,1,LAL,238
A,3,2,6.3,0,0.8,24.8,3,7,0,TOR,595
A,6,2,9,0,0.6,22.7,3,6.4,0,MIL,18
A,3,2,10.8,1,2.4,12.7,2,4.3,1,SAS,671
H,1,1,14,0,0.9,24.3,3,6.4,0,ATL,571
A,2,1,5.3,2,10.1,4.9,2,2.9,1,NOP,599
H,8,3,11.8,3,3.4,20.8,2,4.6,1,MIA,708
A,14,3,7,3,2.5,8.2,2,2.1,0,DEN,137
H,2,1,10.2,4,5.2,4.5,2,1.8,0,TOR,260
A,6,4,8.6,0,1.8,5.2,2,1.2,1,LAC,439
A,5,1,9,21,15.4,21.1,2,4.1,1,DAL,159
H,2,1,9.1,0,0.7,22.6,3,4.1,1,NOP,402
H,7,2,0,0,1,5.3,2,1,0,PHX,5
A,3,1,7.4,5,5.8,5.4,2,2.7,1,DAL,581
A,2,3,6.9,0,0.8,18.5,2,6.6,1,NOP,503
A,1,1,17.2,7,6.6,9.2,2,2.4,1,CHI,600
A,2,1,24,0,0.1,2.3,2,0.6,0,CHI,455
H,1,1,14,0,1.1,3.8,2,2.1,1,CLE,549
H,15,4,17.8,8,6.1,2.7,2,2.7,0,SAS,605
H,3,1,23.1,1,3.1,3.3,2,1.3,0,PHI,446
H,5,2,6,1,3.5,9.9,2,2.6,0,ORL,293
A,6,3,3,0,0.3,21.8,2,4.8,0,HOU,489
A,4,4,7.9,0,0.7,24.8,3,6.4,0,POR,497
A,4,2,6.4,3,4.5,18.3,2,3.3,0,UTA,526
H,7,4,5.7,1,1.8,20.2,2,5.3,0,PHI,492
A,3,2,15.9,9,7,13.6,2,2.8,1,IND,481
H,3,4,10.7,2,4.6,2.8,2,4.4,0,POR,115
A,4,1,21,0,0.6,4.8,2,3.2,1,SAS,358
H,5,3,13.8,0,1,24.8,3,10.4,0,SAS,50
A,11,2,11.1,2,2.7,5.2,2,3,1,GSW,292
H,12,3,17.2,1,1.2,6.2,2,1.7,1,PHX,442
H,6,4,15.4,2,2.2,21.9,3,5.3,0,NYK,671
A,18,4,0,10,18.2,26.1,3,4.8,0,DAL,2
A,15,3,12,14,13.1,6.8,2,3.3,0,WAS,161
H,6,3,5.7,0,0.7,1.5,2,3.4,0,NYK,365
H,11,4,17.2,2,2.1,10.6,2,0.3,0,ATL,83
H,3,1,13,0,3.8,17.7,2,4.2,0,BOS,430
H,11,2,0,0,0.8,21.7,2,9.2,0,NYK,2
H,6,2,8.8,8,6.9,17,2,2.4,1,CLE,468
A,2,2,10.7,4,5.5,21.8,2,3.7,1,LAL,596
H,1,1,8.9,1,3,21.5,2,4.3,0,CHA,352
A,7,4,12.5,11,10.8,3.1,2,0,1,POR,117
A,1,1,12.9,0,0.8,22.9,3,6.8,0,DEN,479
H,7,2,1.2,22,22.8,1.6,2,1.8,0,TOR,5
A,3,2,14.1,4,3.6,1.1,2,0.1,0,PHX,710
A,8,4,15.6,0,0.7,26.8,3,7.1,0,PHI,515
A,6,3,9,0,0.7,24.3,3,6.6,1,MIA,177
A,10,3,22.1,3,1.9,24.1,3,3.7,1,DAL,31
A,1,1,0,1,1.9,26,3,5,0,LAL,487
A,5,3,18.4,1,1.2,3.5,2,2,0,HOU,430
H,1,2,13.7,0,0.8,23.9,3,4.8,1,DET,525
A,1,1,17.8,0,1,24.7,3,7.9,0,IND,522
A,9,3,10.6,0,1,17.1,2,5.8,1,OKC,427
A,9,2,0,3,2.7,26.7,3,2.2,0,PHX,1
A,10,3,13.5,0,1,16.6,2,7.4,1,UTA,53
H,2,1,18,1,1.4,4.6,2,4.4,1,MIA,101
H,17,4,9.8,0,1.1,15.8,2,3.8,0,NYK,345
H,1,1,12.1,0,0.8,19,2,8.1,0,MEM,254
H,14,4,8.4,7,6,5,2,2.7,1,SAS,324
A,3,2,14.7,0,0.9,23.3,3,7.1,1,CHA,412
H,9,1,9.3,0,1,3.3,2,3,1,GSW,120
H,4,3,15,0,0.8,23.7,3,13.9,0,OKC,217
A,3,1,17.1,2,4.1,6.5,2,2.6,0,NOP,383
A,3,1,22,0,0.9,24.5,3,6.7,0,DEN,284
A,1,1,14,0,0.8,2.8,2,6.1,1,MIA,574
A,7,4,14,1,1.1,20.4,3,4.6,1,WAS,232
A,11,4,12,0,1.1,23.7,3,5.5,0,PHI,168
A,15,4,13.2,0,0.7,19.6,2,7.7,0,BKN,214
A,10,4,5.9,5,6.7,21.1,2,3.7,1,SAC,309
A,26,4,14.3,12,9.2,1.9,2,1.8,1,ATL,86
A,3,2,7.3,0,0.9,24.1,3,11,1,ATL,415
H,12,3,17,9,8.2,18.3,2,3.8,0,CHA,393
A,5,3,6.5,2,7,10.4,2,1.3,1,SAS,548
H,4,2,17.9,0,1.4,22.6,3,17.7,1,ATL,198
A,3,1,11.4,3,2.6,5.5,2,2.2,0,SAC,114
A,2,1,14.7,8,8,5.9,2,2,0,LAC,31
H,6,3,13.4,0,0.6,1.6,2,1.8,0,NOP,363
A,3,1,20,5,5.4,3.8,2,1.8,1,PHI,32
A,10,4,12.8,2,3.3,7.1,2,1.6,1,ATL,321
H,5,3,12.1,1,1.4,5,2,2,0,BKN,171
A,5,2,4.8,1,2.4,26.7,3,4.7,1,WAS,135
H,6,3,20.7,0,1,22.1,3,4.2,1,SAC,39
A,7,2,17.6,9,6.8,10.8,2,4.2,1,TOR,227
H,3,1,9,0,0.8,13.6,2,6.6,1,CHI,520
H,9,3,16.6,8,6.8,7.8,2,1.5,1,MIN,230
A,2,1,18,0,1.5,7.6,2,1.4,1,BKN,626
A,6,2,9.7,2,5.6,5.8,2,2.3,0,DAL,383
A,6,3,9.2,0,1,21.1,3,1.5,1,DEN,264
H,15,4,0,0,1.2,6.5,2,4.5,0,ATL,4
A,23,4,4,4,3.9,8.3,2,1.7,0,CLE,110
A,3,1,0,0,1,28.2,3,4,0,LAC,2
A,2,1,9.3,1,2.6,17.4,2,3.2,0,BOS,47
A,1,1,0,0,0.9,15.3,2,5.3,0,HOU,600
H,12,3,4.6,1,6.1,5.2,2,1.3,0,ORL,52
A,4,2,10,0,1,22.5,3,6.1,1,CHA,434
H,1,2,11,0,0.7,18.5,2,3.3,0,BKN,474
H,14,5,7.8,13,12.6,15.6,2,5.4,0,LAL,33
A,2,2,11.8,0,0.6,3.1,2,1.4,0,NYK,631
H,4,3,10.9,3,2.8,19.3,2,5.5,0,PHI,28
H,6,3,16.3,0,0.8,19.7,2,7.7,0,MIA,415
H,3,1,3,0,1.4,1.4,2,1.3,0,OKC,149
A,8,4,21,4,3.4,8,2,0.8,1,WAS,667
A,4,4,17.3,0,0.9,24.8,3,5.3,0,ORL,217
A,3,1,6.1,0,2.4,5.6,2,2.7,1,POR,540
H,3,2,11,2,3.8,7.8,2,2.3,0,GSW,561
A,8,3,18.2,0,1.1,24.1,3,15.7,0,BKN,674
H,4,1,16.8,1,3,19.3,2,5.4,0,DAL,314
A,1,1,17.8,6,6.2,18.1,2,5.3,1,CHI,27
H,1,1,11.2,0,1,20,2,4.2,0,TOR,419
H,11,3,19.4,0,2.4,25.2,3,4.4,0,SAC,154
H,4,2,9.7,0,0.8,19.4,2,7.3,1,CHA,600
A,13,3,14.5,11,10.1,1.8,2,2.3,1,MEM,107
H,13,3,21,2,2.2,6.9,2,4.4,1,LAL,80
H,2,2,14.1,0,1,24,3,6,1,LAC,629
A,2,1,16,0,1,1.3,2,3.6,1,IND,377
A,6,2,1.7,0,0.9,24.5,3,5.6,0,DAL,27
A,6,4,10.5,4,3.4,7.3,2,1.1,1,ATL,614
A,14,3,7.8,6,7.3,9.5,2,3.6,1,TOR,687
A,9,4,4.7,0,0.5,2.9,2,3,1,CLE,568
A,1,1,13.7,0,1,25.1,3,9.5,0,WAS,578
H,2,1,0,8,8,2.9,2,3.2,1,POR,270
A,6,4,5.9,0,0.6,15.3,2,5.8,0,PHI,445
H,5,1,6.4,1,2.1,25.3,3,3.6,0,MIN,371
H,8,2,2.9,8,10.3,4.6,2,4.4,1,OKC,10
H,1,2,8.4,2,2.8,16.2,2,1.8,0,NYK,640
H,4,1,16.8,2,1,24.4,3,6.3,1,MIA,480
H,5,1,20.3,4,5,2.4,2,4.5,1,DAL,188
